,trial_no,max_depth,imp_threshold,min_samples_split,min_impurity_decrease,criterium,n_steps,adaptive,train_score,metric,opt_direction,test_score,error
124,127,5,2.108596117638581e-05,10,1.1453548866597606e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
125,192,5,0.05,10,1.0649433388999766e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
126,193,5,0.05,10,1e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
127,194,5,0.04838588118800758,10,1.0246530664766066e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
128,195,5,0.004700730059310533,10,1.3310526338732545e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
129,196,5,0.0005236339697813164,10,2.2488153848601402e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
130,197,5,0.010264823717242553,10,1.1579065103533574e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
131,198,5,1.0496707241210368e-06,10,1.980431521524338e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
132,199,5,0.03465706667420579,10,1.0177030389500432e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
133,117,5,1e-07,10,3.630418275976516e-05,huber,auto,False,0.8691930938840589,r2_score,maximize,0.8725306357302535,
134,78,5,1e-07,5,2.219692385287328e-05,huber,auto,False,0.8684697222456574,r2_score,maximize,0.870673026534788,
135,33,5,1e-07,5,7.833526941500424e-07,huber,auto,False,0.8684697222456574,r2_score,maximize,0.870673026534788,
136,54,5,0.05,2,6.638869668827741e-06,huber,auto,False,0.8684697222456574,r2_score,maximize,0.870673026534788,
137,45,5,1e-07,5,1e-07,huber,auto,False,0.8684697222456574,r2_score,maximize,0.870673026534788,
138,43,5,0.05,2,1e-07,huber,auto,False,0.8684697222456574,r2_score,maximize,0.870673026534788,
139,24,5,0.0005365367778677893,5,1e-07,huber,auto,False,0.8684697222456574,r2_score,maximize,0.870673026534788,
140,36,5,1e-07,2,7.4448818818418714e-06,huber,auto,False,0.8684697222456574,r2_score,maximize,0.870673026534788,
141,63,5,0.05,5,5.184724400885256e-06,huber,auto,False,0.8684697222456574,r2_score,maximize,0.870673026534788,
142,22,5,7.983858449398196e-06,2,1e-07,huber,auto,False,0.8684697222456574,r2_score,maximize,0.870673026534788,
143,116,5,1e-07,2,8.965185337514319e-05,huber,auto,False,0.8681755942622037,r2_score,maximize,0.8703372062346545,
144,65,5,1e-07,2,4.692211554263552e-05,mse,auto,False,0.8641810275718846,r2_score,maximize,0.869432175332643,
145,51,5,1e-07,2,1e-07,mse,auto,False,0.8641810275718846,r2_score,maximize,0.869432175332643,
146,41,5,0.04999999999999994,2,6.748382424663116e-06,mse,auto,False,0.8641810275718846,r2_score,maximize,0.869432175332643,
147,39,5,0.05,2,1e-07,mse,auto,False,0.8641810275718846,r2_score,maximize,0.869432175332643,
148,34,5,1e-07,2,4.07476473741316e-06,mse,auto,False,0.8641810275718846,r2_score,maximize,0.869432175332643,
149,35,5,0.05,10,1e-07,mse,auto,False,0.8649283775540181,r2_score,maximize,0.8674695292130769,
150,46,5,0.05,10,5.625174941865649e-06,mse,auto,False,0.8649283775540181,r2_score,maximize,0.8674695292130769,
151,76,5,1e-07,10,1e-07,mse,auto,False,0.8649283775540181,r2_score,maximize,0.8674695292130769,
152,20,5,1e-07,10,5.4056057147431094e-05,mse,auto,False,0.8649283775540181,r2_score,maximize,0.8674695292130769,
153,49,5,0.00024722865204823555,2,1.5024549982365975e-06,mse,auto,False,0.8641810275718846,r2_score,maximize,0.865761990037998,
154,28,5,5.458171649831462e-07,5,1.4018370231367636e-05,mse,auto,False,0.8643640103884442,r2_score,maximize,0.864972161510495,
155,17,5,1e-07,5,1.4160458794660004e-07,mse,auto,False,0.8643640103884442,r2_score,maximize,0.864972161510495,
156,23,5,0.05,5,3.3674655473835564e-07,mse,auto,False,0.8643640103884442,r2_score,maximize,0.864972161510495,
157,6,4,0.027462677050415336,10,1.2287177519591657e-07,huber,auto,False,0.8598776179569411,r2_score,maximize,0.8645107788083111,
