,trial_no,max_depth,imp_threshold,min_samples_split,min_impurity_decrease,criterium,n_steps,adaptive,train_score,metric,opt_direction,test_score,error
158,34,5,0.05,2,1e-07,huber,auto,False,0.8004205376736431,r2_score,maximize,0.8852072092129992,
159,4,5,2.440106227478093e-07,2,0.001728310149789484,mse,auto,False,0.782546961554599,r2_score,maximize,0.8822162534602495,
160,17,5,0.05,5,1e-07,mae,auto,False,0.8005435899444592,r2_score,maximize,0.8804559479757815,
161,14,5,1e-07,5,1e-07,mae,auto,False,0.8005435899444592,r2_score,maximize,0.8804559479757815,
162,27,5,0.00017298806892777807,5,1.3153276003032916e-05,mae,auto,False,0.8005435899444592,r2_score,maximize,0.8804559479757815,
163,1,5,2.1988359660090037e-07,5,0.000522533477381128,mae,auto,False,0.8005435899444592,r2_score,maximize,0.8804559479757815,
164,37,5,1e-07,5,7.202570363779224e-05,mae,auto,False,0.8005435899444592,r2_score,maximize,0.8804559479757815,
165,39,5,0.05,5,0.0001982690855845114,mae,auto,False,0.8005435899444592,r2_score,maximize,0.8804559479757815,
166,87,4,0.04999999999999994,2,3.662800822584048e-07,huber,auto,False,0.7652588923634092,r2_score,maximize,0.8779242571301705,
167,98,4,0.05,2,2.779193937270614e-05,huber,auto,False,0.7652588923634092,r2_score,maximize,0.8779242571301705,
168,62,4,1e-07,2,1.6405085852941698e-06,huber,auto,False,0.7652588923634092,r2_score,maximize,0.8779242571301705,
169,71,4,1e-07,2,1e-07,huber,auto,False,0.7652588923634092,r2_score,maximize,0.8779242571301705,
170,9,4,0.00017677296414600753,2,2.8627278977246677e-07,mse,auto,False,0.766912508580551,r2_score,maximize,0.8727279087956461,
171,41,4,1e-07,2,0.0008361618042043197,mse,auto,False,0.766912508580551,r2_score,maximize,0.8727279087956461,
172,56,4,0.05,2,9.149714179634952e-05,mse,auto,False,0.766912508580551,r2_score,maximize,0.8727279087956461,
173,15,4,1e-07,2,1.9005559871085282e-05,mse,auto,False,0.766912508580551,r2_score,maximize,0.8727279087956461,
174,5,5,1.4661042361035067e-07,10,6.439714090251268e-05,mae,auto,False,0.7782508680029354,r2_score,maximize,0.8650165296234313,
175,23,5,0.001110749936855618,10,1e-07,mae,auto,False,0.7782508680029354,r2_score,maximize,0.8650165296234313,
176,63,4,1e-07,2,1e-07,mae,auto,False,0.771792325260889,r2_score,maximize,0.8648706312466057,
177,40,4,1e-07,2,8.217666600180399e-05,mae,auto,False,0.771792325260889,r2_score,maximize,0.8648706312466057,
178,96,4,1e-07,5,0.0004546360971458792,mae,auto,False,0.7730852054475357,r2_score,maximize,0.8610210360115429,
179,97,4,0.05,5,2.379200108160425e-06,mae,auto,False,0.7730852054475357,r2_score,maximize,0.8610210360115429,
180,92,5,1e-07,5,1.9172966932782675e-05,huber,auto,False,0.7737932067414323,r2_score,maximize,0.8398858324060396,
181,35,5,0.05,5,1e-07,huber,auto,False,0.7737932067414323,r2_score,maximize,0.8398858324060396,
182,67,5,1e-07,5,0.0006642012166199735,mse,auto,False,0.774448493378974,r2_score,maximize,0.8379751439898291,
183,11,5,1e-07,5,1e-07,mse,auto,False,0.7744789186601246,r2_score,maximize,0.8348628265355886,
184,22,5,1e-07,10,0.00014761862402844304,mse,auto,False,0.7639189106242767,r2_score,maximize,0.8230153432311608,
185,20,5,0.05,10,1e-07,mse,auto,False,0.7639189106242767,r2_score,maximize,0.8230153432311608,
186,16,5,1e-07,10,1e-07,huber,auto,False,0.7632782585404214,r2_score,maximize,0.8138148137352845,
187,6,4,0.027462677050415336,10,1.2287177519591657e-07,huber,auto,False,0.7500345303282991,r2_score,maximize,0.8117758014114719,
188,7,3,2.223970124252846e-06,5,0.0007072565480610698,mse,auto,False,0.7333087271795957,r2_score,maximize,0.8065415968902458,
